event_id,index_to_drop,city_id,event_name,category_id,event_description,latitude,longitude,date,event_price
1111,11,1,Tiket Skyworld Indonesia,1,"Elevate your senses at Skyworld Indonesia. Offering panoramic views of the city, this observation deck is the perfect vantage point to appreciate Jakarta's skyline and beyond.",-6.2995990,106.8948577,Everyday,77200
1212,12,1,Museum MACAN (Modern And Contemporary Art In Nusantara),2,"Immerse yourself in the world of contemporary art at Museum MACAN. Featuring a diverse collection of modern artworks, this museum provides a thought-provoking journey through Indonesia's vibrant art scene.
",-6.1910434,106.7679858,Everyday,70000
1313,13,1,HOLEO Golf & Museum,3,"Combine leisure and culture at HOLEO Golf & Museum. Tee off at the scenic golf course and explore the museum, showcasing a blend of art and golf history.",-6.1783645,106.8105113,Everyday,80000
1114,14,1,Jakarta Aquarium,1,"Dive into a world of aquatic wonders at Jakarta Aquarium. From mesmerizing jellyfish displays to interactive touch pools, this attraction offers an immersive experience for marine enthusiasts.",-6.1748990,106.7900112,Everyday,76800
1215,15,1,OneThreeLand di TMII,2,"Step into the fantastical realm of OneThreeLand at TMII, where whimsical characters and enchanting landscapes come to life. Perfect for families and those seeking a touch of magic.",-6.3020386,106.8898924,Everyday,30000
1416,16,1,Pestapora,4,"Join the celebration at Pestapora, an event that brings together music, art, and culture. Experience a vibrant atmosphere with live performances, artistic displays, and a gathering of creative minds.",-6.1464353,106.8452360,21 - 22 Juli 2023,275000
1417,17,1,Djakarta Warehouse Project,4,"For electronic music enthusiasts, Djakarta Warehouse Project is a must-attend event. Immerse yourself in the beats of renowned DJs, creating an unforgettable nightlife experience.",-6.1464353,106.8452360,25 - 27 Agustus 2023,1800000
1418,18,1,We the Fest,4,"We the Fest is a music and arts festival that promises a diverse lineup of performers, art installations, and a vibrant atmosphere. Join the community and celebrate 2 in all its forms.",-6.2186488,106.8017727,22 - 24 September 2023,1200000
1519,19,1,Festival Jajan Bango,5,"Indulge your taste buds at Festival Jajan Bango, where culinary delights take center stage. Explore a variety of flavorful dishes, snacks, and street food from local and international cuisines.",-6.2186488,106.8017727,2 - 3 September 2023,Free
1420,20,1,Synchronize Fest,4,"Synchronize Fest is a celebration of music diversity, featuring a lineup that spans genres and styles. Join fellow music lovers for an unforgettable experience of live performances and energetic vibes.",-6.1464353,106.8452360,29 - 31 Juli 2023,27500
1421,21,1,Soundrenaline,4,"Experience the adrenaline of live music at Soundrenaline. This festival showcases a dynamic lineup of bands and artists, creating an electric atmosphere for music enthusiasts.",-6.1554057,106.8926634,20 - 22 Agustus 2023,30000
1422,22,1,Joyland Festival,4,"Joyland Festival is a family-friendly event that combines entertainment and education. With interactive exhibits, live performances, and engaging activities, it's a joyful experience for all ages.",-6.2186488,106.8017727,12 - 14 Agustus 2023,1200000
1423,23,1,Java Jazz Festival,4,"Jazz enthusiasts unite at the Java Jazz Festival, where world-class musicians gather to showcase their talents. Enjoy a weekend filled with smooth melodies and the soulful sounds of jazz.",-6.1464353,106.8452360,1 - 3 Desember 2023,1800000
1424,24,1,Hammersonic,4,"For metalheads, Hammersonic is the ultimate destination. This metal music festival features intense performances, headbanging beats, and an atmosphere of pure energy.",-6.1175836,106.8578154,29 - 30 Juli 2023,1500000
1425,25,1,Skyavenue,4,"Elevate your senses at Skyavenue, an event that combines music, art, and breathtaking views. Experience a fusion of 2 against the backdrop of the city skyline.",-6.2202283,106.8056639,1 - 2 Desember,25000
1526,26,1,Brightspot Jakarta,5,"Celebrate 2 and design at Brightspot Jakarta. This event showcases a curated selection of fashion, art, and lifestyle products from emerging and established designers.",-6.2255865,106.7967224,22 - 24 Juli 2023,Free
1427,27,1,High School Celebration 34,4,"High School Celebration 34 is a spirited gathering for high school students, filled with festivities, performances, and the chance to create lasting memories with friends.",-6.3134118,106.7922743,15 - 17 September 2023,10000
1528,28,1,Urban Sneaker Society,5,"Sneaker enthusiasts, unite at Urban Sneaker Society. Explore the latest trends, limited editions, and connect with fellow sneakerheads in this vibrant event.",-6.217601,106.7983324,26 - 28 Agustus 2023,100000
1529,29,1,Lala Market,5,"Lala Market is a trendy marketplace featuring a curated selection of fashion, accessories, and lifestyle products. Discover unique finds and enjoy a day of shopping and socializing.",-6.2115934,106.8187208,5 - 7  Agustus 2023,Free
1530,30,1,Market Museum,5,"Market Museum is a creative hub that brings together artists, designers, and makers. Explore unique products, engage in workshops, and immerse yourself in the local creative scene.",-6.2579655,106.8057629,29 - 31 Juli 2023,Free
1531,31,1,Jakarta Culinary Feastival (JCF),5,"Indulge in a culinary extravaganza at Jakarta Culinary Feastival (JCF). From gourmet dishes to street food delights, this festival celebrates the diverse and delicious world of food.",-6.22719,106.7944314,15 - 17 September 2023,Free
1332,32,1,Rocca Space,3,"We are a community hub located in the heart of Jakarta, where like minded people interact and train together. A space to inspire one another with experiences and share knowledge's.",-6.2235029,106.8022677,26 - 28 Agustus 2023,4000
1333,33,1,Skyrun,3,"Challenge your limits at Skyrun, a thrilling vertical race that takes you to new heights. Experience the adrenaline rush as you conquer staircases and reach the summit.",-6.2451839,106.7890856,10 September 2023,250000
1334,34,1,Eco Run Pertamina,3,"Run for a cause at Eco Run Pertamina, a marathon that promotes environmental awareness and sustainability. Lace up your running shoes and join the movement for a greener future.",-6.220223,106.8030836,24 September 2023,200000
1335,35,1,J&T Connect Run,3,"Participate in the J&T Connect Run, a community",-6.2186012,106.8025991,17 September 2023,150000
1636,36,1,Workshop Turning Data into Product Strategy and Business Decision Making,6,Product Strategy and Busin…,Online,Online,07 - 08 Desember 2023,150000
1637,37,1,Reflection from 2023 and Preparation for 2024 - The Trends and Future Outlook,6,"Menjelang akhir tahun, Apiary Academy mengadakan pertemuan akhir tahunan untuk para komunitas produk. Acara ini sebagai ajang untuk merefleksikan tahun 2023 dan mempersiapkan tahun 2024 yang akan datang. Pertemuan ini akan mengaplikasikan format unconference yang interaktif: mendorong para peserta untuk membentuk grup diskusi dan secara spontan memilih topik selama acara. Acara ini berfokus pada tema refleksi (peristiwa penting di tahun 2023) dan persiapan (tren dan prospek di tahun 2024).","-6.2,914,797","1,067,996,865",16 Desember 2023,33000
1638,38,1,5 Strategi Memenangkan Persaingan Pasar dan Mempercepat Pertumbuhan Bisnis by GRATYO,6,Persaingan Pasar dan Mem…,Online,Online,12 Desember 2023,195000
1639,39,1,20 Hours to Master Performance Marketing Strategies,6,Performance Marketing Stra…,Online,Online,31 Desember 2023,299000
1640,40,1,"Training of Trainers #3, In-Person Course, 28-29 February, Jakarta",6,"In-Person Course, 28-29 Feb…","-6.2,301,644","1,068,208,449",28 - 29 Februari 2024,16900000
1641,41,1,Kelas Profesi - Internal Audit ISO 19011:2018 by Latih,6,"Audit adalah kegiatan yang penting dilakukan untuk kemajuan dan peningkatan kinerja organisasi. Dari hasil audit yang baik, manajemen dapat mengetahui kondisi proses-proses di organisasi sehingga dapat segera melakukan perbaikan-perbaikan dan lebih daripada itu, melakukan peningkatan dan pengembangan secara terus-menerus. Sedangkan untuk Auditor Internal memiliki peranan penting dalam sebuah organisasi atau perusahaan. Tanpa keberadaan auditor internal, perbaikan sistem sulit untuk dicapai. Karena sistem akan berjalan apa adanya tanpa adanya upaya untuk melakukan evaluasi. Audit internal merupakan upaya melakukan Check (Periksa) untuk memastikan sistem yang direncanakan sedari awal berjalan dengan baik dan efektif. Pelaksanaan Audit yang intensif mendorong perusahaan untuk mengetahui secara lebih dini setiap penyimpangan yang terjadi dalam penerapannya. Dengan demikian upaya untuk mengantisipasi perbaikan dapat segera dilakukan.

Pelaksanaan Audit Mutu ISO 19011:2018 yang efektif, hanya dapat dilakukan bila Tim Audit perusahaan menguasai materi dan teknik dengan baik. Pelatihan adalah alat yang sangat ampuh bagi organisasi untuk mencapai sasaran pengembangan Sumber Daya Manusia ke arah kinerja yang tinggi. Salah satu persyaratan ISO 9001 2015 adalah Organisasi harus memastikan kompetensi personil yang aktivitasnya berdampak terhadap mutu. Organisasi harus mengadakan pelatihan atau langkah lain untuk meningkatkan kompetensi SDM-nya.

Berdasarkan hal tersebut Latih berinisiatif menyelenggarakan Pelatihan Berbasis Kompetensi Profesi, yaitu Internal Audit ISO 19011:2018.

Kelas ini akan dilatih oleh Bapak Wahyu Wibowo, seorang Professional Food Safety Quality Auditor & Trainer (CQI IRCA Certified Lead Auditor)

Kelas ini dilaksanakan dengan format Online Class via Zoom, dibagai menjadi berbagai segmen

- Presentasi materi
- Workshop
- Diskusi interaktif
- Kuis",Online,Online,26 November 2023,175000
1642,42,1,ALL Access e-Learning,6,"Apiary Life-long Access e-Learning Program adalah program e-Learning yang memberikan akses tanpa batas ke semua materi Product Management, dengan berbagai pilihan paket berlangganan yang tentunya sesuai dengan kebutuhanmu.",Online,Online,31 Desember 2023,55000`
1643,43,1,Fibonacci Masterclass,6,"Frustasi dengan hasil trading yang kurang memuaskan, bahkan cenderung lebih banyak loss ketimbang profit ?

Saya yakin, pada dasarnya profit konsisten di trading forex bukanlah hal yang mustahil. Meskipun sebagian besar orang menganggap itu hal yang sangat sulit. Setiap trader berhak dan punya kesempatan untuk menghasilkan profit yang konsisten di trading forex. Tentang profit yang belum stabil, barangkali disebabkan kurangnya pemahaman tentang fungsi dan cara penggunaan indikator yang digunakan.

Salah satu indikator yang cukup populer di kalangan trader, adalah Fibonacci. Yang konon katanya, merupakan ilmu matematika kuno namun sangat efektif saat diterapkan di pasar forex.

Dalam workshop ini, anda akan belajar tentang :

Teknik setup indikator Fibonacci untuk jangka pendek dan panjang
Pemahaman support dan resistance menggunakan Fibonacci
Analisis trend market berdasarkan Fibonacci
Strategi open entry buy, sell dan penentuan stop loss dengan Fibonacci


Setiap peserta tidak hanya berhak mengikuti sesi workshop, namun juga akan mendapatkan :

Rekaman video tutorial untuk belajar mandiri setelah sesi workshop
Indikator gratis MT4 / MT5 yang bisa digunakan sebagai alat analisis trading
Akses komunitas trading untuk sharing dan diskusi setelah sesi


Jadi, tunggu apalagi ? Gabung sekarang juga dan dapatkan pemahaman lebih mendalam tentang Fibonacci di workshop ini !",Online,Online,01 Oktober 2023 - 04 Februari 2024,24000000
1644,44,1,Kelas Profesi - Risk Management Batch 8 by Latih,6,Management Batch 8 by Lat…,Online,Online,09 Desember 2023,17500
1645,45,1,#broadentechid 2024,6,"Hi! #broadentechid kembali di tahun 2024 dengan konsep dan pembicara yang lebih greget! Acara akan dimulai dengan seminar dengan 2 sesi dan 1 workshop yang akan dipersembahkan oleh Algoritma Data Science.

Pembicara: To Be Announce

-----------------------

#broadentechid 2024 ikuti seminar dan workshop yang akan diadakan pada 21 November 2024. Early bird sebelum 27 Febuari 2024 harga tiket Rp 1.000.000,- menjadi Rp 350.000,-; terbatas untuk 50 orang pertama.

#datasciencecommunity #teknologiinformasi #eventjakarta #pengusahateknologi #algoritmajakarta #datasciencejakarta #datasciencecourses",-6.2240761,106.8234824,21 November 2024,350000
1646,46,1,Google Ads Masterclass,6,"Menjadi Nomor 1 di hasil penelusuran Google secara organik bukanlah hal yang mudah. Namun, ada sebuah shortcut atau cara mudah untuk dapat muncul di nomor 1 hasil penelusuran Google lewat kata kunci potensial yang kita targetkan. Yaitu dengan layanan iklan berbayar Google yang bernama Google Ads.

Dengan Google Ads, anda akan lebih mudah untuk tampil nomor 1 di hasil penelusuran Google, lebih mudah mendapatkan pengunjung untuk website anda, dan berpeluang meningkatkan omset penjualan secara signifikan.

Dalam acara ini, anda akan belajar tentang :
* Pengenalan apa itu Google Ads dan keuntungan yang didapatkan
* Pembuatan akun Google Ads dan cara melakukan top-up saldo
* Memahami tujuan dan jenis kampanye di Google Ads
* Riset dan penerapan kata kunci potensial untuk Google Ads
* Teknis pembuatan iklan dan optimalisasi
* Evaluasi dan perencanaan iklan berdasarkan data

DIlengkapi dengan software riset kata kunci yang akan memudahkan anda untuk dapat mencari kata kunci potensial yang siap ditarget.

Jadi, tunggu apalagi ? Segera daftarkan diri anda dan pelajari bagaimana membuat promosi bisnis di Google Ads sekarang juga !",Online,Online,15 Oktober 2023 - 17 Desember 2023,2499000
1647,47,1,Google Data Studio 101,6,"Join us for ""Google Data Studio 101: A Beginner's Guide to Crafting Personal Budgeting Dashboards,"" a comprehensive workshop designed for individuals eager to harness the power of Google Data Studio in managing personal finances.

In this hands-on session, our expert instructors will guide you through the fundamentals of Google Data Studio, providing you with the skills to create personalized and visually appealing dashboards to track and analyze your budget effectively. Whether you're new to data visualization or looking to enhance your financial management skills, this workshop is tailored for you.

Key Topics Covered:
1. Introduction to Google Data Studio: Learn the basics of navigating the platform and understanding its key features.
2. Connecting Data Sources: Explore how to import and connect various data sources relevant to personal budgeting, such as income, expenses, and savings.
3. Dashboard Design Principles: Discover best practices for designing clear and insightful dashboards, ensuring that your financial data is presented in a visually engaging manner.
4. Building Personal Budgeting Dashboards: Step-by-step guidance on creating customized dashboards that suit your financial goals and preferences.
5. Interactive Elements: Learn how to incorporate interactive elements into your dashboards, allowing for dynamic exploration of your financial data.
6. Tips for Effective Financial Analysis: Gain insights into interpreting and drawing meaningful conclusions from your budgeting dashboards.

By the end of this workshop, you'll have the skills and confidence to build your own personalized budgeting dashboards using Google Data Studio, empowering you to take control of your finances and make informed decisions.

Don't miss this opportunity to level up your personal finance game! Reserve your spot now for ""Google Data Studio 101"" and embark on a journey to financial empowerment through data visualization",Online,Online,30 Desember 2023,Free
1648,48,1,"FOLKS #3 - Exploring Data Oasis: ""An Intro to Data Lake and Warehouse with Google Cloud Platform""",6,"Oasis: ""An Intro to Data Lake…",Online,Online,30 November 2023,Free
1649,49,1,Hour of Code 2023 by Generation Girl X SAP Indonesia,6,Generation Girl X SAP Indon…,Online,Online,09 Desember 2023,Free
1650,50,1,Integrated Career Expo,6,"Career Expo
Tempat Pelaksanaan : Hybrid (GOR Utama & Website CDC UPER)
Jadwal Pelaksanaan : Rabu - Kamis, 06 - 07 Desember 2023
Waktu : 09.00 15.00 WIB

Seminar Series
Tempat Pelaksanaan : Auditorium UPER
Jadwal Pelaksanaan : Rabu - Kamis, 06 - 07 Desember 2023
Waktu : 09.00 15.00 WIB",-6.22843634,106.7896179,06 Desember - 07 Desember 2023,Free
1651,51,1,OPUNG ANIES,6,"Obrlan Kampung Amanat Indonesia (OPUNG ANIES) merupakan kegiatan yang diinisiasi oleh Amanat Indonesia (ANIES). Kegiatan ini bisa diikuti oleh seluruh lapisan masyarakat diberbagai tempat atau daerah untuk bersilaturrahmi dan membangun kedekatan antar relawan yang tergabung dalam Amanat Indonesia (ANIES). Susunan acara berisikan Menyanyikan Indonesia Raya, Mars Pemilu Gembira, Diskusi Seputar program maupun Visi Misi Bakal Calon Presiden Anies Baswedan, dan hiburan dari khas daerah setempat. Kegiatan ini dapat dilakukan dengan jumlah peserta minimal 15 Orang di Satu Titik. Ketua Kelompok dapat mendaftarkan peserta melalui link Pendaftaran OPUNG ANIES",-6.2538536,106.8343094,26 Mei 2023 - 10 April 2024,Free
1652,52,1,BIANG KEROK FEST 2023,6,"Biang Kerok Fest 2023 is set to be a vibrant celebration of 2 and humor. Embracing the spirit of spontaneity, this festival promises a lively atmosphere filled with laughter and entertainment. From stand-up comedy performances to improvisational acts, Biang Kerok Fest aims to tickle the funny bones of its audience. Expect a diverse lineup of comedic talent, unexpected surprises, and an overall uproarious experience that brings people together for a memorable day of laughter.",-6.1594869,106.8541776,24 - 25 November 2023,Free
1553,53,1,Oh Beauty Festival 2023,5,"Oh Beauty Festival 2023 is a captivating event dedicated to celebrating beauty in all its forms. From skincare and makeup demonstrations to fashion showcases and wellness activities, this festival is a haven for beauty enthusiasts. Attendees can indulge in interactive beauty experiences, gain insights from industry experts, and discover the latest trends in cosmetics and self-care. Oh Beauty Festival 2023 is not just an event; it's a glamorous and empowering journey into the world of beauty and self-expression.",-6.2637489,106.778998,5 - 8 Oktober 2023,50000
3454,54,3,Dongkrak Seni UI,4,"Dongkrak Seni UI is the largest annual arts festival organized by the Faculty of Engineering, Universitas Indonesia (FT UI). It features a wide range of activities showcasing various art forms, including music, dance, theatre, visual arts, and more. The festival aims to foster creativity and appreciation for the arts among students and the wider community.",-6.3623898,106.821496,28 April 2024,75000
3455,55,3,Jazz Goes to Campus,4,Jazz Goes to Campus is a concert series featuring renowned jazz musicians from Indonesia and abroad. The series aims to promote jazz music among young people and provide a platform for talented musicians to showcase their skills.,-6.3599036,106.8234789,12 November 2023,150000
3356,56,3,BNI UI Half Marathon,3,"BNI UI Half Marathon is a popular running event held in the scenic Depok campus of Universitas Indonesia. The event features a 21.1 km half marathon, a 10 km run, and a 5 km fun run.",-6.3606176,106.824654,16 Juli 2023,Free
3657,57,3,Mettalurgy and Materials Weeks UI (MnMs UI),6,"MnMs UI is a week-long event organized by the Department of Metallurgy and Materials Engineering, FT UI. The event features lectures, workshops, competitions, and other activities related to the field of metallurgy and materials science.",-6.3637129,106.8269275,22 November 2023,50000
3658,58,3,MMENE UI,6,"MMENE UI is a national mechanical and marine engineering seminar hosted by the Department of Mechanical Engineering, FT UI. The seminar brings together experts from industry, academia, and government to discuss the latest trends and developments in the mechanical and energy sectors.
",-6.3697576,106.8258728,22 Agustus 2023,50000
3659,59,3,ISEEC UI,6,,-6.3697576,106.8258728,Everyday,Free
3162,62,3,Taman Wisata Pasir Putih,1,"Taman wisata air dengan berbagai wahana permainan air, seperti kolam renang, seluncuran, dan waterboom.",-6.4330627,106.787352,Everyday,Free
3163,63,3,Taman Bunga Wiladatika,1,"Taman bunga dengan berbagai macam bunga, seperti mawar, tulip, dan anggrek.",-6.3702,106.893327,Everyday,Free
3164,64,3,D'Kandang Amazing Farm,1,Tempat wisata edukasi yang mengajak pengunjung untuk belajar tentang pertanian dan peternakan.,-6.4158763,106.7845676,Everyday,Free
3165,65,3,Green Lake View Waterpark,1,"Taman wisata air dengan berbagai wahana permainan air, seperti kolam renang, seluncuran, dan waterboom.",-6.3963844,106.8690167,Everyday,Free
3166,66,3,Depok Fantasi Waterpark,1,"Taman wisata air dengan berbagai wahana permainan air, seperti kolam renang, seluncuran, dan waterboom.",-6.4196227,106.8284113,Everyday,Free
3167,67,3,Situ Pengasinan Depok,1,Danau yang menjadi tempat wisata favorit masyarakat Depok.,-6.4205351,106.7487672,Everyday,Free
3168,68,3,Cagar Alam Kota Depok,1,"Cagar alam yang menjadi habitat bagi berbagai macam flora dan fauna, seperti rusa, banteng, dan burung.",-6.4076315,106.8140767,Everyday,Free
3169,69,3,Masjid Dian Al-Mahri,1,Masjid megah dengan kubah emas yang menjadi ikon Kota Depok.,-6.3839091,106.7719375,Everyday,Free
3170,70,3,Universitas Indonesia,1,Kampus terbesar di Indonesia yang menjadi salah satu destinasi wisata edukasi favorit.,-6.3606229,106.8272343,Everyday,Free
1671,71,1,KPPIKG 2024,6,"KPPIKG 2023 is a routine scientific activity held by the Faculty of Dentistry, University of Indonesia since 1967. In 2023, KPPIKG will be held for the 19th time. In the midst of the Covid-19 Pandemic situation, KPPIKG 2023 will be carried out offline by following the applicable health protocols. This activity will be filled by various national and international speakers in various fields of science including digital dentistry, aesthetics, restorative, orthodontics, and so on according to the latest scientific developments. We hope that through KPPIKG 2023, dentist colleagues throughout Indonesia can improve their knowledge according to the demands of the times so that they can improve dental and oral health services in Indonesia.At KPPIKG 2023, the largest and most comprehensive Dental Exhibition in Indonesia will be held. The exhibition will be attended by various companies engaged in supporting dental services in Indonesia. This opportunity is expected to be an opportunity to introduce advances in clinical science and technology at the clinical application level through the latest and greatest products in dentistry.",-6.1464353,106.8452360,2 Februari - 4 Februari 2024,1900000
1672,72,1,INDONESIA INTERNATIONAL EDUCATION TRAINING EXPO & CONFERENCE 2024,6,"The longest running exhibition on higher education, training & technology in Indonesia",-6.1464353,106.8452360,16 Februari - 19 Februari 2024,Free
1573,73,1,THE 14TH JAKARTA INTERNATIONAL JEWELLERY FAIR 2024,5,IJF in Jakarta named Jakarta International Jewellery Fair is the largest international jewellery trade fair in Western Indonesia and hold its annual event in every 2nd quarter of the year. Its annual event in every 4th quarter of the year.,-6.1464353,106.8452360,16 Februari - 19 Februari 2024,Free
1574,74,1,INDONESIA FASHION WEEK 2024,5,The Biggest Fashion Event of the Year in Jakarta.,-6.1464353,106.8452360,22 Februari - 25 Februari 2024,Free
1575,75,1,THE 20TH EDITION OF MEGA BUILD INDONESIA IN CONJUCTION WITH KERAMIKA INDONESIA,5,"MEGABUILD Indonesia (MBI) is the largest building material, architecture, interior design, and construction exhibition, held in the heart of Jakarta at Jakarta Convention Center (JCC), congregates over 200,000 professionals from Developers, Project Owners, Operators, Architects, Interior Designers and Engineering into this annual 4 days event.Featuring more than 500 brands both locally and internationally, MBI is the platform for business to take place, networking between partners and suppliers, and the inspiration hub for the future design of Indonesia.",-6.1464353,106.8452360,23 Februari - 26 Februari 2024,Free
1576,76,1,JAKARTA AUTOWEEK 2024,5,"Jakarta Auto Week will perform as a comprehensive and compact automotive exhibition, that showcase a wide range of automotive products. Held in Jakarta, Jakarta Auto Week will serve as strategic platform to encourage car sales, as well to intoduce the latest automotive products to potential audience. The extensive auto show, will feature variety of lifestyle sectors and highligjht characteristics of the Indonesian urban society. The 9-days events provide a platform for automotive industry to collaborate with lifestyle industry, as well to provide an inspiring atmosphere and exciting entertainments.",-6.1464353,106.8452360,11 Maret 2024 - 19 Maret 2024,Free
1577,77,1,HALAL MOVE ON FESTIVAL 2024,5,"Yuk, Seru-seruan sekalian borong aneka produk halal bareng",-6.1464353,106.8452360,31 Maret 2024 - 2 April 2024,Free
1578,78,1,JAKCLOTH LEBARAN 2024,5,Local Clothing & Culinary Festival 350 Clothing Brands Sale Up To 90%,-6.1464353,106.8452360,5 April 2024 - 11 April 2024,25000
1579,79,1,RAMADHAN FEST 2024,5,Inspired Women Empower Others Dream Day,-6.1464353,106.8452360,5 April 2024 - 11 April 2024,25000
1580,80,1,ICRAFT 2023,5,Pameran Kriya dan Produk Interior Unggulan Indonesia,-6.1464353,106.8452360,5 April 2024 - 9 April 2024,Free
1481,81,1,FREE FIRE MASTER LEAGUE GRAND FINAL SEASON 7,4,Grand Finals Free Fire Master Leage S7 Dimeriahkan oleh JKT 48 & Habib Jafar,-6.1464353,106.8452360,16 April 2024,150000
1682,82,1,FESTIVAL EKONOMI KEUANGAN DIGITAL INDONESIA (FEKDI) 2024,6,Synergy and Innovation of Digital Economy : Fostering Growth,-6.1464353,106.8452360,7 Mei 2024 - 10 Mei 2024,Free
1183,83,1,DEEP AND EXTREME INDONESIA 2024,1,"Asia Biggest Diving, Marine and Adventure Show",-6.1464353,106.8452360,1 June 2024 - 4 June 2024,Free
1584,84,1,INDONESIA COMIC CON 2024,5,Be Ready to #UnleashTheTrueYou!,-6.1464353,106.8452360,23 June 2024 - 25 June 2024,50000
1585,85,1,MOMMY 'N ME 2024,5,"A must-attend festival, Mommy ‘n Me brings you various products for maternity, babies, and kids, all under one roof. The event is filled with great deals, product launches and all the fun yet insightful activities.?Visit Mommy N’ Me event and create a joyful experience with us!",-6.1464353,106.8452360,30 June 2024 - 02 July 2024,50000
1586,86,1,KARYA KREATIF INDONESIA 2024,5,Berkolaborasi Mendorong Semangat Kebaruan dan Inovasi UMKM di Seluruh Nusantara,-6.1464353,106.8452360,27 Juli 2024 - 30 Juli 2024,Free
1587,87,1,JAKARTA X BEAUTY 2024,5,Get Ready For the Leading and Most Awaited Beauty Event Ever!,-6.1464353,106.8452360,3 Agustus - 6 Agustus 2024,50000
1588,88,1,ASEAN FEST 2024,5,"Ingin ikut serta dalam Keketuaan ASEAN Indonesia 2023? Yuk ke ASEAN Fest! Rasakan sensasi ber kunjung ke negara-negara ASEAN dalam sehari, dan ikuti berbagai aktivitasnya. Menangkan berbagai hadiah menarik bertema ASEAN!",-6.1464353,106.8452360,22 Agustus 2024 - 25 Agustus 2024,Free
1689,89,1,PLN NUSANTARA POWER CONNECT 2024,6,"Stregthening The Base, Expanding the Business",-6.1464353,106.8452360,11 September 2024 - 12 September 2024,Free
1290,90,1,PAMERAN KRIYA NUSA 2024,2,"Kriya Unggul, Indonesia Maju",-6.1464353,106.8452360,13 September 2024 - 17 September 2024,100000
1591,91,1,JIPREMIUM 2024,5,The Biggest Jakarta Premium Products Fair ,-6.1464353,106.8452360,13 September 2024 - 17 September 2024,100000
1692,92,1,INDONESIA DENTAL EXHIBITION & CONFERENCE (IDEC) 2024,6,"Together with The Indonesia Dental Association (PDGI) Traya Eksibisi Internasional, PT. are proud to present the third edition of Indonesia Dental Exhibition and Conference. Aiming to be the leading dental exhibition in the country, the exhibition will continue to gather leading local distributors, suppliers and the dental community.",-6.1464353,106.8452360,15 September 2024 - 17 September 2024,250000
